Date,total cases,new cases,cases smoothed,total deaths,new deaths,median_aged,age_65_older,Age_70_older,GDP,,,,,,,,,
2020-09-23,66632,1356,1406.286,429,2,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-09-24,67804,1172,1353.857,436,7,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-09-25,69301,1497,1389.714,453,17,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-09-26,70614,1313,1288.714,459,6,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-09-27,71821,1207,1289.143,467,8,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-09-28,73394,1573,1324.571,477,10,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-09-29,74745,1351,1352.714,481,4,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-09-30,76258,1513,1375.143,491,10,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-01,77817,1559,1430.429,498,7,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-02,79728,1911,1489.571,509,11,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-03,82450,2722,1690.857,520,11,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-04,84570,2120,1821.286,528,8,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-05,86823,2253,1918.429,535,7,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-06,89263,2440,2074,554,19,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-07,90814,1551,2079.429,563,9,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-08,94253,3439,2348,578,15,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-09,98617,4364,2698.429,590,12,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-10,100676,2059,2603.714,600,10,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-11,105684,5008,3016.286,614,14,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
2020-10-12,107755,2071,2990.286,636,22,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.574
